Cards remaining face up,Plies played,Number of deals,
0,16,0,0.0+ACU-
1,15,0,0.0+ACU-
2,14,1001110,6.3+ACU-
3,13,4054671,25.7+ACU-
4,12,7590554,48.1+ACU-
5,11,1869785,11.9+ACU-
6,10,1156548,7.3+ACU-
7,9,30470,0.2+ACU-
8,8,62604,0.4+ACU-
9,7,8,0.0+ACU-
10,6,0,0.0+ACU-
11,5,0,0.0+ACU-
12,4,0,0.0+ACU-
13,3,0,0.0+ACU-
14,2,0,0.0+ACU-
15,1,0,0.0+ACU-
16,0,0,0.0+ACU-
,,,
,,,
Won by red,5954934,37.77+ACU-,
Won by blue,9810816,62.23+ACU-,
,,,
Total,15765750,,
